3005.039937,4.669670012,3392.195658,34.2
2998.731264,4.682199556,3389.025608,33.75
3007.849279,4.329571123,3388.219123,33.94
2998.238261,4.653255074,3392.582517,34.3
3007.004869,4.462569303,3385.048187,34.93
2994.663617,4.556003284,3387.521878,34.9
2997.356335,4.365995691,3387.228401,34.47
2996.531905,4.598790939,3390.717821,34.11
3005.238824,4.599651231,3384.496581,34.34
2994.475428,4.58699331,3384.498212,34.03
3121.882462,4.61474835,3392.47481,34.96
3108.788001,4.352940754,3388.969676,34.96
3073.331843,4.448411355,3389.157414,34.96
3165.0183,4.455750025,3388.940916,34.96
3075.010657,4.526490647,3385.711429,34.96
3041.271573,4.549179974,3387.882413,34.96
3053.719834,4.422825388,3384.867746,34.96
3079.702213,4.679259845,3393.691332,34.96
3162.321054,4.598745854,3386.082612,34.96
3113.281185,4.542205347,3393.066832,34.96
3222.268388,3.986957662,3393.020921,34.02
3222.404207,4.309595786,3384.118497,33.57
3238.754896,3.984491892,3392.874097,33.96
3269.164304,4.149447679,3385.395716,34.1
3242.196526,4.111507385,3394.927192,34.17
3232.19994,4.011229194,3388.708672,33.87
3222.741467,3.928948038,3389.501875,33.55
3255.814687,4.08377353,3392.87274,34.81
3259.609039,4.267947631,3394.092822,33.55
3279.771039,3.967124792,3392.804982,33.71
3005.518473,4.072123499,3384.790619,34.13
3083.154977,4.11155789,3389.96034,33.46
3179.841579,4.102928009,3391.289541,34.54
3040.843742,4.26733053,3390.244799,33.98
3202.855727,4.050244181,3389.410508,33.87
3107.1617,3.931284216,3385.124496,33.62
3271.14883,3.984131032,3393.499217,33.75
3082.940667,4.246844513,3387.924757,33.66
3136.249672,3.966901272,3393.366438,34.82
3007.191994,3.974780014,3394.163734,34.84
3039.088494,7.039541833,3395.0,35.01
3119.302428,4.873752804,3395.0,35.24
3010.71888,5.396380678,3395.0,34.99
3024.942154,6.257512575,3395.0,35.09
3044.96539,7.122675429,3395.0,35.04
3065.95452,5.289602538,3395.0,34.97
3087.383912,5.064229291,3395.0,35.02
3115.962642,6.427784227,3395.0,35.05
3065.051564,6.888659807,3395.0,35.01
3198.265712,5.993317776,3395.0,35.0
3180.775882,7.112081495,3396.662818,34.52
3150.021414,7.071923175,3396.78362,34.85
3178.16357,7.384377751,3397.10246,34.72
3195.923316,7.077236707,3397.533533,35.1
3175.256512,7.15532879,3397.524982,35.18
3190.975079,7.273050407,3395.076145,34.59
3174.500805,7.134800239,3395.193704,34.87
3198.30161,7.126938726,3395.031162,34.98
3155.288474,7.126355917,3395.144136,35.08
3194.934437,7.230180025,3397.919376,34.65
3159.566457,6.67294218,3397.692997,36.4
3158.012292,6.901800314,3396.401984,34.47
3156.955633,6.640430064,3397.004152,34.83
3165.259944,6.044333049,3395.664526,34.63
3180.565192,6.102386724,3397.644533,35.85
3142.491908,6.7906621,3396.109581,34.69
3162.17658,6.427137686,3397.264516,35.67
3143.986124,6.625156264,3397.299906,34.67
3157.208503,6.511055002,3397.169606,37.23
3182.026753,6.476722174,3395.595663,35.35
3162.233717,5.958936306,3395.371039,36.77
3135.223212,5.900263124,3397.121865,37.41
3174.524873,6.145864388,3395.99482,36.16
3151.029377,6.071104064,3395.390182,35.91
3174.273765,6.088050513,3396.656378,37.23
3145.653308,6.283182363,3397.942536,35.84
3154.997691,5.96875391,3396.11039,36.81
3150.553887,6.196058405,3397.094169,36.89
3168.336815,6.0115612,3395.078366,36.75
3140.760124,5.924337905,3396.785014,35.79
3154.439667,6.897531646,3396.667409,35.12
3151.893581,6.808592511,3395.928589,35.0
3140.9028,6.317995236,3396.176586,35.13
3139.319486,6.999908694,3395.792499,34.89
3136.028723,6.941252613,3395.874387,34.94
3154.837363,7.005171272,3396.531436,35.22
3137.482451,6.612177736,3397.84278,35.17
3145.269893,6.858730616,3395.689844,35.13
3146.757706,6.968682927,3396.119167,35.02
3153.558418,6.477522337,3395.319381,35.05
3390.675899,7.183390383,3398.0,35.73
3434.062801,7.453274306,3398.0,35.29
3471.436397,7.491576158,3398.0,35.51
3270.207883,7.094028361,3398.0,34.85
3400.694937,7.763540598,3398.0,35.64
3498.616301,8.020799686,3398.0,35.56
3324.33514,7.17855322,3398.0,35.13
3481.513844,7.810191972,3398.0,35.2
3330.578821,7.365986376,3398.0,35.7
3335.515694,7.324795826,3398.0,35.19
3535.057311,8.05035,3397.609216,35.92
3535.374701,8.05035,3397.517871,35.88
3531.941881,8.05035,3396.61491,35.89
3531.013995,8.05035,3396.367146,35.92
3531.347887,8.05035,3396.500449,35.89
3534.964418,8.05035,3397.94661,35.9
3532.434472,8.05035,3396.754787,35.86
3530.751719,8.05035,3397.881356,35.88
3529.889558,8.05035,3396.940558,35.87
3535.597395,8.05035,3397.532137,35.9
3531.631037,8.05035,3396.979661,36.06
